[(1, [61])]
         330309 function calls (319485 primitive calls) in 2.894 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 zipfile.py:2173(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2233(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2257(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:320(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:594(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:617(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:718(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:758(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:778(ZipExtFile)
        1    0.000    0.000    0.004    0.004 zone.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zone.py:1006(WritableVersion)
        1    0.000    0.000    0.000    0.000 zone.py:1069(ImmutableVersion)
        1    0.000    0.000    0.000    0.000 zone.py:1091(Transaction)
        1    0.000    0.000    0.000    0.000 zone.py:45(BadZone)
        1    0.000    0.000    0.000    0.000 zone.py:50(NoSOA)
        1    0.000    0.000    0.000    0.000 zone.py:55(NoNS)
        1    0.000    0.000    0.000    0.000 zone.py:60(UnknownOrigin)
        1    0.000    0.000    0.000    0.000 zone.py:65(UnsupportedDigestScheme)
        1    0.000    0.000    0.000    0.000 zone.py:70(UnsupportedDigestHashAlgorithm)
        1    0.000    0.000    0.000    0.000 zone.py:75(NoDigest)
        1    0.000    0.000    0.000    0.000 zone.py:80(DigestVerificationFailure)
        1    0.000    0.000    0.000    0.000 zone.py:85(Zone)
        1    0.000    0.000    0.000    0.000 zone.py:895(VersionedNode)
        1    0.000    0.000    0.000    0.000 zone.py:904(ImmutableVersionedNode)
        1    0.000    0.000    0.000    0.000 zone.py:950(Version)
        1    0.000    0.000    0.001    0.001 zonefile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zonefile.py:38(UnknownOrigin)
        1    0.000    0.000    0.000    0.000 zonefile.py:42(CNAMEAndOtherData)
        1    0.000    0.000    0.000    0.000 zonefile.py:555(RRsetsReaderTransaction)
        1    0.000    0.000    0.000    0.000 zonefile.py:624(RRSetsReaderManager)
        1    0.000    0.000    0.000    0.000 zonefile.py:88(Reader)
        1    0.000    0.000    0.000    0.000 zonetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zonetypes.py:13(DigestScheme)
        1    0.000    0.000    0.000    0.000 zonetypes.py:23(DigestHashAlgorithm)
        1    0.000    0.000    0.000    0.000 {SIFT_create}
     1376    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x55eb21e9e9a0}
      110    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      161    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       37    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
   117/47    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      453    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     3265    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       19    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       29    0.024    0.001    0.037    0.001 {built-in method _imp.create_dynamic}
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    29/24    0.005    0.000    0.012    0.000 {built-in method _imp.exec_dynamic}
      137    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      530    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     3265    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
       38    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 {built-in method _sqlite3.connect}
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
       26    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       25    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      105    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      135    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      124    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       34    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       10    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      170    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1124    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     2263    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1291/1241    0.021    0.000    0.087    0.000 {built-in method builtins.__build_class__}
   426/15    0.001    0.000    0.412    0.027 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       50    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      140    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      631    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      227    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       66    0.003    0.000    0.003    0.000 {built-in method builtins.compile}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       30    0.002    0.000    0.002    0.000 {built-in method builtins.eval}
    547/1    0.009    0.000    2.895    2.895 {built-in method builtins.exec}
     8268    0.005    0.000    0.006    0.000 {built-in method builtins.getattr}
      407    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
6754/6737    0.003    0.000    0.004    0.000 {built-in method builtins.hasattr}
4774/2520    0.001    0.000    0.003    0.000 {built-in method builtins.hash}
       65    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    37809    0.007    0.000    0.008    0.000 {built-in method builtins.isinstance}
      484    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
16459/15787    0.003    0.000    0.003    0.000 {built-in method builtins.len}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      978    0.001    0.000    0.002    0.000 {built-in method builtins.max}
     2002    0.001    0.000    0.001    0.000 {built-in method builtins.min}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
     1090    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
  141/128    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     4358    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {built-in method cv2._registerMatType}
     1383    0.000    0.000    0.001    0.000 {built-in method from_bytes}
      162    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
      455    0.010    0.000    0.010    0.000 {built-in method io.open_code}
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
      453    0.059    0.000    0.059    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 {built-in method nmslib.init}
        1    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._using_numpy2_behavior}
      120    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        3    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      152    0.015    0.000    0.015    0.000 {built-in method numpy.fromfile}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
     1545    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      119    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
       25    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       43    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
       10    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        3    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        6    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
     2157    0.012    0.000    0.012    0.000 {built-in method posix.stat}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        3    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       94    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       46    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      186    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       24    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       24    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       25    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fe8f0bf6320}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fe8f0bc7b50}
        1    0.016    0.016    0.016    0.016 {imread}
      155    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      460    0.002    0.000    0.002    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     2198    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
       68    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       79    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      560    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    19133    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       10    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'sqlite3.Connection' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.259    0.259    0.259    0.259 {method 'detectAndCompute' of 'cv2.Feature2D' objects}
